Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card
inyourdreamsdress,In Your Dreams Dress,"<p><span style=""color: #8c8c8c; font-family: Lato; font-size: 15px; line-height: 24px; background-color: #fcfcfc;"">Paneled dress fitted through the bust and waist and then flares out through the hips. Contrasting black binding details inside. Invisible back zip. The perfect summer day to night dress.</span></p>",The Oblivious,Dresses,"dress, floral, ladies, summer, theoblivious",true,Size,8,,,,,10789,0,shopify,0,deny,manual,215.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/095698332ad2674fd9e512de306983e5c2f5d295.jpeg?v=1396821696,,false
inyourdreamsdress,,,,,,,Size,10,,,,,10790,0,shopify,0,deny,manual,215.00,,true,true,,,,
inyourdreamsdress,,,,,,,Size,12,,,,,10791,0,shopify,0,deny,manual,215.00,,true,true,,,,
inyourdreamsshirt,In Your Dreams Shirt,"<p><span style=""color: #8c8c8c; font-family: Lato; font-size: 15px; line-height: 24px; background-color: #fcfcfc;"">Classic summer shirt with hidden chest pockets &ndash; perfect size for you smart phone and cards. Snap domes to ensure you (or someone else) can remove with ease.&nbsp;</span></p>",The Oblivious,Dress Shirts,"menswear, shirts, summer, theoblivious",true,Size,Medium,,,,,10783,0,shopify,0,deny,manual,145.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/7a39009030fc81e0264aed3546940ec021ef585b.jpeg?v=1396821698,,false
inyourdreamsshirt,,,,,,,Size,Large,,,,,10784,0,shopify,0,deny,manual,145.00,,true,true,,,,
inyourdreamsshirt,,,,,,,Size,Extra Large,,,,,10785,0,shopify,0,deny,manual,145.00,,true,true,,,,
inyourdreamsshorts,In Your Dreams Shorts,"<p><span style=""color: #8c8c8c; font-family: Lato; font-size: 15px; line-height: 24px; background-color: #fcfcfc;"">Shorter length summer shorts with elasticated waistband and cord. Side pockets and patch back pockets with white leather patch.</span></p>",The Oblivious,Shorts,"floral, shorts, summer, theoblivious",true,Size,Large,,,,,10805,0,shopify,0,deny,manual,99.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/81db3bf68d3500d4d4d412be47bc009552ae9919.jpeg?v=1396821699,,false
inyourdreamsshorts,,,,,,,Size,Extra Large,,,,,10806,0,shopify,1,deny,manual,99.00,,true,true,,,,
inyourdreamsshorts,,,,,,,Size,Medium,,,,,10804,0,shopify,0,deny,manual,99.00,,true,true,,,,
initiationtee,Initiation Tee,"<p style=""margin: 0px; color: #333333; font-size: 14px; line-height: 18px; padding: 0px; font-family: Arial, Helvetica, sans-serif;"">Limited edition run of classic fit tees.</p>
<p style=""margin: 0px; color: #333333; font-size: 14px; line-height: 18px; padding: 0px; font-family: Arial, Helvetica, sans-serif;"">&nbsp;</p>
<p style=""margin: 0px; color: #333333; font-size: 14px; line-height: 18px; padding: 0px; font-family: Arial, Helvetica, sans-serif;"">&equiv; Woven front label&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; 100% Premium organic cotton<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; Back screen print</p>",The Lucid Collective,T-Shirts,"mens, menswear, organic, tees, thelucidcollective, tshirts",true,Size,Small,,,,,10079,0,shopify,2,deny,manual,69.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/4e8b00299674ee0fc10866f230e0cf217fd5ae29.jpeg?v=1396821701,,false
initiationtee,,,,,,,Size,Medium,,,,,10080,0,shopify,6,deny,manual,69.00,,true,true,,,,
initiationtee,,,,,,,Size,Large,,,,,10081,0,shopify,4,deny,manual,69.00,,true,true,,,,
initiationtee,,,,,,,Size,Extra Large,,,,,10082,0,shopify,3,deny,manual,69.00,,true,true,,,,
islandbuckethat,Island Bucket Hat,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Brass eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Hat diameter 61.50mm / 24 inches.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"birds, buckethat, floral, hats, headwear, LOS, lotsofspirit",true,Title,Default,,,,,10660,0,shopify,1,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e88ccbbb284ee9743e04e8fa504ce8cd57c113d8.jpeg?v=1396821703,,false
islandbuckethat-1,Island Bucket Hat,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Brass eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Hat diameter 61.50mm / 24 inches.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"birds, buckethat, floral, hats, headwear, LOS, lotsofspirit",true,Title,Default,,,,,10660,0,shopify,1,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e88ccbbb284ee9743e04e8fa504ce8cd57c113d8_bf591be3-6a73-49c1-85b9-5a517555fe2f.jpeg?v=1396821706,,false
jointhedots1b5notebook,Join The Dots 1B5 Notebook,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Paperback 1B5 Notebook Cover: 300gsm glossy Inner pages: 100gsm 60 pages Sewn Stitching</span></p>",Frank Stationery,Stationery,"frank, notebooks, oneforone, stationery",true,Title,Default,,,,,10527,0,shopify,1,deny,manual,12.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/dd7dd93eb8a83995b2de3c80802ef335290dbca8.jpeg?v=1396821707,,false
jointhedotsa4notebook,Join The Dots A4 Notebook,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Paperback A4 Notebook Cover: 300gsm glossy Inner pages: 100gsm 60 pages Sewn Stitching</span></p>",Frank Stationery,Stationery,"a4, frank, notebooks, oneforone, stationery",true,Title,Default,,,,,10911,0,shopify,0,deny,manual,14.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/c0c64a4e8ceb9d758d0cea811502a78e3b7a3e95.jpeg?v=1396821709,,false
kevlarcrew,Kevlar Crew,"<p style=""margin: 0px; font-size: 15px; font-family: Times; background-color: #fcfcfc;""><span style=""letter-spacing: 1.0px;"">Black on black pleats with brown suede elbow patches.</span></p>
<p style=""margin: 0px; font-size: 15px; font-family: Times; background-color: #fcfcfc;""><span style=""letter-spacing: 1.0px;"">DESCRIPTION:</span></p>
<ul style=""list-style-type: none;"">
<li style=""margin: 0px; font-size: 15px; font-family: Times; background-color: #fcfcfc;""><span style=""letter-spacing: 1.0px;""><i>Classic crew sweater with fully pleated front panel</i></span></li>
<li style=""margin: 0px; font-size: 15px; font-family: Times; background-color: #fcfcfc;""><span style=""letter-spacing: 1.0px;""><i>Contrast elbow patches in 100% genuine leather suede</i></span></li>
<li></li>
</ul>",The Oblivious,Sweaters,"crews, fashion, menswear, oblivious",true,Size,Large,,,,,10298,0,shopify,1,deny,manual,209.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/c503ec3cbaf8814170fbf285bde96a15f010ef28.jpeg?v=1396821710,,false
kevlarcrew,,,,,,,Size,Extra Large,,,,,10299,0,shopify,1,deny,manual,209.00,,true,true,,,,
kingfisherrushirtlong,Kingfisher Ru Shirt Long,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The Ru button up is a minimal alternative to the traditional collar. Its oriental roots are subtly embedded in the design creating a sleek finished shirt that can be worn with ease, to both causal and formal occasions.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Dress Shirts,"birds, buttondown, dishonestwant, kingfisher, menswear, ru, shirts",true,Size,Small,,,,,10216,0,shopify,0,deny,manual,130.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/2e9b7fc1b54c171538a8aa75d16b588e79eee024.jpeg?v=1396821713,,false
kingfisherrushirtlong,,,,,,,Size,Medium,,,,,10217,0,shopify,2,deny,manual,130.00,,true,true,,,,
kingfisherrushirtlong,,,,,,,Size,Large,,,,,10218,0,shopify,0,deny,manual,130.00,,true,true,,,,
kingfisherrushirtlong,,,,,,,Size,Extra Large,,,,,10219,0,shopify,0,deny,manual,130.00,,true,true,,,,
kingfisherrushirtshort,Kingfisher Ru Shirt Short,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The Ru button up is a minimal alternative to the traditional collar. Its oriental roots are subtly embedded in the design creating a sleek finished shirt that can be worn with ease, to both causal and formal occasions.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Dress Shirts,"birds, buttondown, dishonestwant, kingfisher, menswear, ru, shirts",true,Size,Small,,,,,10220,0,shopify,1,deny,manual,110.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/add5e08d23bf585c8323bd94da28464eee89ec3d.jpeg?v=1396821715,,false
kingfisherrushirtshort,,,,,,,Size,Medium,,,,,10221,0,shopify,1,deny,manual,110.00,,true,true,,,,
kingfisherrushirtshort,,,,,,,Size,Large,,,,,10222,0,shopify,0,deny,manual,110.00,,true,true,,,,
kingfisherrushirtshort,,,,,,,Size,Extra Large,,,,,10223,0,shopify,0,deny,manual,110.00,,true,true,,,,
lancasterbister,Lancaster Bister,"<ul style=""padding: 0px 0px 10px 40px; margin: 0px; list-style: none; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Eco-friendly sunglasses handcrafted from sustainable bamboo.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Due to the nature of wood, every pair is unique.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">TAC polarised lenses&nbsp;100% UVA/UVB protection</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">German stainless steel spring hinges</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Water-proof (swim-tested)</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Frame size - 150mm wide</li>
</ul>
<p style=""padding: 0px; margin: 0px 0px 20px; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">The Lancaster is our first, and our flagship model of sunnies. We set out to design/create a modern sophisticated style blended with a somewhat classic nature. The result was a robust possibly mis-guided homage to the classic wayfarer. The Lancaster is a bold re-imagining of a style long associated with popular culture over the decades.</p>",Under The Sun,Sunglasses,"eco, summer, sunglasses, sunnies, underthesun, wood",true,Title,Default,,,,,10508,0,shopify,0,deny,manual,139.90,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/3637406a866bc68519a0549ffc414b16024e3615.jpeg?v=1396821717,,false
lancasterred-bister,Lancaster Cardinal,"<div class=""center"" style=""font-family: Arial; font-size: 12px; line-height: 20px;"">
<h1 style=""padding: 0px; margin: 0px 0px 20px; font-weight: normal; font-family: 'PT Sans Narrow'; font-size: 26px;"">Lancaster - Cardinal</h1>
</div>
<div class=""center product_desc"" style=""color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">
<ul style=""padding: 0px 0px 10px 40px; margin: 0px; list-style: none;"">
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Eco-friendly sunglasses handcrafted from sustainable bamboo.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Due to the nature of wood, every pair is unique.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">TAC polarised lenses&nbsp;100% UVA/UVB protection</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">German stainless steel spring hinges</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Water-proof (swim-tested)</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Frame size - 148mm wide</li>
</ul>
<p style=""padding: 0px; margin: 0px 0px 20px;"">The Lancaster is our first, and our flagship model of sunnies. We set out to design/create a modern sophisticated style blended with a somewhat classic nature. The result was a robust possibly mis-guided homage to the classic wayfarer. The Lancaster is a bold re-imagining of a style long associated with popular culture over the decades.</p>
</div>",Under The Sun,Sunglasses,"bamboo, eco, sunnies, underthesun, wood",true,Title,Default,,,,,10858,0,shopify,1,deny,manual,139.90,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/6a040a4cf19bfda0be68464477604b71065068bd.jpeg?v=1396821718,,false
lancasterebony,Lancaster Ebony,"<ul style=""padding: 0px 0px 10px 40px; margin: 0px; list-style: none; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Eco-friendly sunglasses handcrafted from &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; sustainable Ebony.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Due to the nature of wood, every pair is unique.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">TAC polarised lenses&nbsp;100% UVA/UVB protection</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">German stainless steel spring hinges</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Water-proof (swim-tested)</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Frame size - 150mm wide</li>
</ul>
<p style=""padding: 0px; margin: 0px 0px 20px; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">The Lancaster is our first, and our flagship model of sunnies. We set out to design/create a modern sophisticated style blended with a somewhat classic nature. The result was a robust possibly mis-guided homage to the classic wayfarer. The Lancaster is a bold re-imagining of a style long associated with popular culture over the decades.</p>",Under The Sun,Sunglasses,"eco, summer, sunglasses, sunnies, underthesun, wood",true,Title,Default,,,,,10704,0,shopify,1,deny,manual,149.90,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/44107bd55469bcaa0f5d6bab328e565a26404172.jpeg?v=1396821720,,false
lancasternatural,Lancaster Natural,"<ul style=""padding: 0px 0px 10px 40px; margin: 0px; list-style: none; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Eco-friendly sunglasses handcrafted from &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; sustainable bamboo.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Due to the nature of wood, every pair is unique.</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">TAC polarised lenses&nbsp;100% UVA/UVB protection</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">German stainless steel spring hinges</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Water-proof (swim-tested)</li>
<li style=""padding: 0px; margin: 0px; list-style: disc;"">Frame size - 150mm wide</li>
</ul>
<p style=""padding: 0px; margin: 0px 0px 20px; color: #4d4d4d; font-family: Arial; font-size: 12px; line-height: 20px;"">The Lancaster is our first, and our flagship model of sunnies. We set out to design/create a modern sophisticated style blended with a somewhat classic nature. The result was a robust possibly mis-guided homage to the classic wayfarer. The Lancaster is a bold re-imagining of a style long associated with popular culture over the decades.</p>",Under The Sun,Sunglasses,"bamboo, eco, sunglasses, sunnies, underthesun, wood",true,Title,Default,,,,,10509,0,shopify,0,deny,manual,139.90,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/1416f3819b66b137ca3f501123cf127f9fa96d61.jpeg?v=1396821721,,false
lapislazuliring,Lapis Lazuli Ring,"<p><span style=""color: #696969; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left;"">Lapis Lazuli set in Sterling Silver.&nbsp;</span><br style=""margin: 0px; padding: 0px; border: 0px none; vertical-align: baseline; outline: 0px; font-size: 12px; color: #696969; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 16px; text-align: left;"" /><span style=""color: #696969; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left;"">Ring base is fully adjustable.&nbsp;</span><br style=""margin: 0px; padding: 0px; border: 0px none; vertical-align: baseline; outline: 0px; font-size: 12px; color: #696969; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; line-height: 16px; text-align: left;"" /><span style=""color: #696969; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left;"">Please note: All stones are natural and may differ slightly from the one pictured</span></p>",Young Pilgrims Jewellery,Jewellery,"gemstone, jewellery, lapislazuli, rings, youngpilgrims, YPJ",true,Title,Default,,,,,10133,0,shopify,1,deny,manual,100.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/0db36bc2c95b2140da04930229ef981615ab4078.jpeg?v=1396821723,,false
lilacpencilcase,Lavender Pencil Case,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Constructed with strong 600D polyester Nylon Zips Fully Lined Leather Handle</span></p>",Frank Stationery,Stationery,"frank, lavender, lilac, oneforone, pencilcase, stationery",true,Title,Default,,,,,10514,0,shopify,4,deny,manual,15.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/835c4561407f0268fb4384da19bb45bf57066757.jpeg?v=1396821724,,false
lemonkatshort,Lemon Kat Short,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">Hand quilted cotton fabric shorts.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Shorts,"dishonestwant, handmade, kat, lemon, menswear, shorts",true,Size,Small,,,,,10244,0,shopify,0,deny,manual,100.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/038dc490ef5f18c5f4735cb1dd8417ef2e378df4.jpeg?v=1396821727,,false
lemonkatshort,,,,,,,Size,Medium,,,,,10245,0,shopify,1,deny,manual,100.00,,true,true,,,,
lemonkatshort,,,,,,,Size,Large,,,,,10246,0,shopify,1,deny,manual,100.00,,true,true,,,,
lemonkatshort,,,,,,,Size,Extra Large,,,,,10247,0,shopify,0,deny,manual,100.00,,true,true,,,,
lifeincoloura4notebook,Life In Colour A4 Notebook,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Paperback A4 Notebook Cover: 300gsm glossy Inner pages: 100gsm 60 pages Sewn Stitching</span></p>",Frank Stationery,Stationery,"colour, frank, notebooks, oneforone, stationery",true,Title,Default,,,,,10523,0,shopify,4,deny,manual,14.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/8745132414ac9f752959539db1cd114c3a12e019.jpeg?v=1396821729,,false
lifeincoloura5notebook,Life In Colour A5 Notebook,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Paperback A5 Notebook Cover: 300gsm glossy Inner pages: 100gsm 60 pages Sewn Stitching</span></p>",Frank Stationery,Stationery,"colour, frank, notebooks, oneforone, stationery",true,Title,Default,,,,,10907,0,shopify,4,deny,manual,9.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/8745132414ac9f752959539db1cd114c3a12e019_fb1f2001-9cc4-4329-9225-2e40a861df7a.jpeg?v=1396821730,,false
lifeinthewoodsdress,Life In the Woods Dress,"<p class=""p1"">Be the centre of attention in this Bambi print beauty! Sleeveless five tiered frill dress with contrast silk binding. Mandarin collar with gold ball buttons. Pair up with cute white sandals for a fun summer look or amazing heels to take you through to the evening.</p>
<p class=""p1"">&nbsp;</p>
<p class=""p1"">COMPOSITION:&nbsp;100% Polyester</p>
<p>&nbsp;</p>
<p class=""p1"">CARE INSTRUCTIONS: Gentle machine wash</p>",The Oblivious,Dresses,"bambi, dress, ladies, theoblivious",true,Size,8,,,,,10961,0,shopify,1,deny,manual,249.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e052c14bffd773d95e28a9843527d33f541f5cb6.jpeg?v=1396821732,,false
lifeinthewoodsdress,,,,,,,Size,10,,,,,10962,0,shopify,1,deny,manual,249.00,,true,true,,,,
lifeinthewoodsdress,,,,,,,Size,12,,,,,10963,0,shopify,1,deny,manual,249.00,,true,true,,,,
lifeinthewoodspants,Life In The Woods Pants,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Lato; font-size: 15px; line-height: 24px; vertical-align: baseline; color: #8c8c8c; background-color: #fcfcfc;"">Slightly cropped fully lined Bambi printed pants with side pockets. These easy fit pants are&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Lato; font-size: 15px; line-height: 24px; vertical-align: baseline; color: #8c8c8c; background-color: #fcfcfc;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Lato; font-size: 15px; line-height: 24px; vertical-align: baseline; color: #8c8c8c; background-color: #fcfcfc;"">perfectly teamed back with your favourite basics for an effortless fashionable day look.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Lato; font-size: 15px; line-height: 24px; vertical-align: baseline; color: #8c8c8c; background-color: #fcfcfc;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Lato; font-size: 15px; line-height: 24px; vertical-align: baseline; color: #8c8c8c; background-color: #fcfcfc;"">Elasticated waistband with waist tie and gold trims.</div>",The Oblivious,Pants,"bambi, ladies, pants, pink, theoblivious",true,Size,8,,,,,10801,0,shopify,0,deny,manual,159.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/46d6188c2b92c6743eed12a9837ba706fa2d53e9.jpeg?v=1396821733,,false
lifeinthewoodspants,,,,,,,Size,10,,,,,10802,0,shopify,1,deny,manual,159.00,,true,true,,,,
lifeinthewoodspants,,,,,,,Size,12,,,,,10803,0,shopify,0,deny,manual,159.00,,true,true,,,,
lightjapanesechairmanshirt,Light Japanese Chairman Shirt,"<p style=""margin: 0px; color: #333333; font-size: 14px; line-height: 18px; padding: 0px; font-family: Arial, Helvetica, sans-serif;"">The Chairman Shirt is named so after Chairman Mao Zedong, a 20th century Chinese revolutionary who was often depicted in an overcoat with a white collar peeping just above.</p>
<p style=""margin: 0px; color: #333333; font-size: 14px; line-height: 18px; padding: 0px; font-family: Arial, Helvetica, sans-serif;"">&equiv; Mandarin collar&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; 100% Cotton&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; Horizontal button holes&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; Genuine wooden buttons&nbsp;<br style=""margin: 0px; padding: 0px; color: #103025; font-family: Georgia, 'Times New Roman', Times, serif; font-size: 15px; line-height: 19px; background-color: #f2e4b1;"" />&equiv; Clean, classic fitted cut</p>",The Lucid Collective,Dress Shirts,"buttondown, chairman, formal, japanese, mandarin, mens, menswear, shirts, thelucidcollective",true,Size,Small,,,,,10075,0,shopify,0,deny,manual,149.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/01328f42309f62f3da3c5988e2f73952ddf6af0c.jpeg?v=1396821735,,false
lightjapanesechairmanshirt,,,,,,,Size,Medium,,,,,10076,0,shopify,2,deny,manual,149.00,,true,true,,,,
lightjapanesechairmanshirt,,,,,,,Size,Large,,,,,10077,0,shopify,3,deny,manual,149.00,,true,true,,,,
lightjapanesechairmanshirt,,,,,,,Size,Extra Large,,,,,10078,0,shopify,0,deny,manual,149.00,,true,true,,,,
greenpolkadotpencilcase,Lime Polka Dot Pencil Case,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Constructed with strong 600D polyester Nylon Zips Fully Lined Leather Handle</span></p>",Frank Stationery,Stationery,"frank, oneforone, pencilcase, polkadots, stationery",true,Title,Default,,,,,10760,0,shopify,5,deny,manual,15.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e4b13c3e06ff8a02fd598c8af54488acf795db74.jpeg?v=1396821737,,false
lionheartchokernecklace,Lion Heart Choker Necklace,"<p><span style=""color: #696969; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 12px; line-height: 16px; text-align: left;"">Large lion head pendant with small heart stud detail on a 45cm chunky chain.</span></p>",Young Pilgrims Jewellery,Jewellery,"jewellery, ladies, lion, necklaces, youngpilgrims, YPJ",true,Title,Default,,,,,10118,0,shopify,1,deny,manual,40.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/c994ba49f89b264be06a35d2b63ec348ce77281f.jpeg?v=1396821739,,false
littleaprilsfurvest,Little April's Fur Vest,"<p class=""p1"">Every wardrobe needs a touch of faux fur and what better way to add that touch of elegance with our light weight fur vest made from the cutest &lsquo;bambi&rsquo; fur. Chose a slim fit or a more relaxed style using the cute white buckles at each side.</p>
<p class=""p1"">&nbsp;</p>
<p class=""p1"">COMPOSITION:&nbsp;100% Polyester</p>
<p>&nbsp;</p>
<p class=""p1"">CARE INSTRUCTIONS: Dryclean only</p>",The Oblivious,Ladies Tops,"fauxfur, ladies, theoblivious, vest",true,Size,8,,,,,10957,0,shopify,0,deny,manual,159.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/cf39929af7e13a90ed1d287e65dea9da1806003f.jpeg?v=1396821740,,false
littleaprilsfurvest,,,,,,,Size,10,,,,,10958,0,shopify,0,deny,manual,159.00,,true,true,,,,
littleaprilsfurvest,,,,,,,Size,12,,,,,10959,0,shopify,1,deny,manual,159.00,,true,true,,,,
